0,Area de Atuacao,Generalized Area
76.0,"Administrativa, Comercial, Financeira/Controladoria, Gestão e Alocação de Recursos de TI, Jurídica, Marketing, Novos Negócios e Parcerias, Qualidade Corporativa, Recursos Humanos, Relacionamento Técnico, TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom, TI - UX",TI - Multidisciplinar
77.0,"TI - Governança, TI - Processos e Negócios, TI - Projetos, TI - SAP",TI - Multidisciplinar
78.0,"Administrativa, TI - Processos e Negócios, TI - Projetos, TI - SAP",TI - Multidisciplinar
79.0,"Administrativa, Comercial, Gestão e Alocação de Recursos de TI, Novos Negócios e Parcerias, Qualidade Corporativa, Recursos Humanos, TI - Governança, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
80.0,"Comercial, Financeira/Controladoria, Jurídica, Marketing, Novos Negócios e Parcerias, Qualidade Corporativa, Recursos Humanos, TI - Projetos, TI - SAP",TI - Multidisciplinar
81.0,"Administrativa, Comercial, Marketing, Qualidade Corporativa",Não TI - Multidisciplinar
82.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação",TI - Multidisciplinar
83.0,"Relacionamento Técnico, TI - Suporte",TI - Infraestrutura/Suporte
84.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Governança, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - Segurança da Informação",TI - Multidisciplinar
85.0,"Relacionamento Técnico, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
86.0,"Administrativa, Comercial, Marketing, Novos Negócios e Parcerias",Não TI - Multidisciplinar
87.0,Qualidade Corporativa,Administrativo/Negócios
88.0,"Comercial, Jurídica",Não TI - Multidisciplinar
89.0,"Comercial, Financeira/Controladoria, Novos Negócios e Parcerias, Relacionamento Técnico, TI - Processos e Negócios, TI - Projetos, TI - Sistemas e Ferramentas, TI - Telecom",TI - Multidisciplinar
90.0,"TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP",TI - Multidisciplinar
91.0,"TI - Governança, TI - Infraestrutura, TI - Projetos, TI - Suporte, TI - Telecom",TI - Multidisciplinar
92.0,"TI - Arquitetura, TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação",TI - Multidisciplinar
93.0,"Gestão e Alocação de Recursos de TI, TI - Arquitetura, TI - Governança, TI - Infraestrutura, TI - Projetos, TI - Qualidade/Testes, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom",TI - Multidisciplinar
94.0,"TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Infraestrutura",TI - Multidisciplinar
95.0,"TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Processos e Negócios",TI - Multidisciplinar
96.0,"TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP, TI - Sistemas e Ferramentas, TI - UX",TI - Multidisciplinar
97.0,"TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Sistemas e Ferramentas",TI - Multidisciplinar
98.0,"Administrativa, Comercial, Marketing, Novos Negócios e Parcerias, Qualidade Corporativa",Não TI - Multidisciplinar
99.0,"TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom, TI - UX",TI - Multidisciplinar
100.0,"Administrativa, Financeira/Controladoria, TI - Governança, TI - Processos e Negócios, TI - Projetos, TI - SAP, TI - Segurança da Informação",TI - Multidisciplinar
101.0,"TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - Projetos",TI - Multidisciplinar
102.0,"TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Infraestrutura, TI - Sistemas e Ferramentas",TI - Multidisciplinar
103.0,"TI - Projetos, TI - SAP, TI - Suporte",TI - Multidisciplinar
104.0,"TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Suporte",TI - Multidisciplinar
105.0,"Administrativa, Financeira/Controladoria, Novos Negócios e Parcerias, Qualidade Corporativa, TI - Processos e Negócios, TI - Projetos",TI - Gestão/Projetos
106.0,"TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Infraestrutura, TI - Segurança da Informação, TI - Sistemas e Ferramentas",TI - Multidisciplinar
107.0,"Administrativa, Financeira/Controladoria, Gestão e Alocação de Recursos de TI, Novos Negócios e Parcerias",TI - Gestão/Projetos
108.0,"TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Projetos",TI - Multidisciplinar
109.0,"TI - Arquitetura, TI - Governança, TI - Infraestrutura, TI - Projetos, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
110.0,"TI - Desenvolvimento/Programação, TI - Infraestrutura",TI - Multidisciplinar
111.0,"TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom, TI - UX",TI - Multidisciplinar
112.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Suporte",TI - Multidisciplinar
113.0,"TI - Desenvolvimento/Design, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP, TI - Sistemas e Ferramentas",TI - Multidisciplinar
114.0,TI - UX,TI - Desenvolvimento
115.0,"Gestão e Alocação de Recursos de TI, TI - Arquitetura, TI - Infraestrutura",TI - Multidisciplinar
116.0,"TI - Desenvolvimento/Programação, TI - Infraestrutura, TI - Processos e Negócios, TI - Segurança da Informação, TI - Suporte",TI - Multidisciplinar
117.0,"Marketing, TI - Banco de Dados, TI - Processos e Negócios",TI - Multidisciplinar
118.0,"Administrativa, Novos Negócios e Parcerias, Relacionamento Técnico, TI - Processos e Negócios, TI - Projetos",TI - Gestão/Projetos
119.0,"TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação, TI - Projetos, TI - Qualidade/Testes",TI - Multidisciplinar
120.0,"TI - Banco de Dados, TI - Projetos, TI - Qualidade/Testes",TI - Multidisciplinar
121.0,"Administrativa, Comercial, Financeira/Controladoria, Gestão e Alocação de Recursos de TI, Marketing, Novos Negócios e Parcerias, Recursos Humanos, Relacionamento Técnico",TI - Gestão/Projetos
122.0,"TI - Governança, TI - Projetos",TI - Gestão/Projetos
123.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Infraestrutura, TI - SAP, TI - Suporte, TI - Telecom",TI - Multidisciplinar
124.0,"Administrativa, Jurídica, Recursos Humanos",Não TI - Multidisciplinar
125.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - Projetos",TI - Multidisciplinar
126.0,"Administrativa, Comercial, Financeira/Controladoria, Qualidade Corporativa, Recursos Humanos",Não TI - Multidisciplinar
127.0,"Administrativa, Comercial, Financeira/Controladoria, TI - Banco de Dados, TI - Projetos",TI - Multidisciplinar
128.0,"Financeira/Controladoria, Relacionamento Técnico, TI - Projetos",TI - Gestão/Projetos
129.0,"Gestão e Alocação de Recursos de TI, TI - Governança, TI - Projetos",TI - Gestão/Projetos
130.0,"Administrativa, TI - Projetos",TI - Gestão/Projetos
131.0,"Gestão e Alocação de Recursos de TI, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom",TI - Multidisciplinar
132.0,"Gestão e Alocação de Recursos de TI, TI - Arquitetura, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Suporte",TI - Multidisciplinar
133.0,Novos Negócios e Parcerias,Comercial/Vendas/Marketing
134.0,"TI - Arquitetura, TI - Infraestrutura, TI - Suporte",TI - Multidisciplinar
135.0,"Gestão e Alocação de Recursos de TI, TI - Infraestrutura, TI - Suporte",TI - Multidisciplinar
136.0,"TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - Projetos",TI - Multidisciplinar
137.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes",TI - Multidisciplinar
138.0,TI - Arquitetura,TI - Arquitetura
139.0,"Relacionamento Técnico, TI - Desenvolvimento/Programação, TI - Suporte",TI - Multidisciplinar
140.0,"TI - Arquitetura, TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação, TI - Projetos, TI - Sistemas e Ferramentas, TI - Telecom",TI - Multidisciplinar
141.0,"TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes",TI - Multidisciplinar
142.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Infraestrutura, TI - Suporte",TI - Multidisciplinar
143.0,"Administrativa, Comercial, Gestão e Alocação de Recursos de TI, Recursos Humanos, Relacionamento Técnico",TI - Gestão/Projetos
144.0,"TI - Desenvolvimento/Programação, TI - Governança, TI - Processos e Negócios, TI - Segurança da Informação, TI - Sistemas e Ferramentas",TI - Multidisciplinar
145.0,"TI - Governança, TI - Infraestrutura, TI - Projetos, TI - Segurança da Informação, TI - Suporte",TI - Multidisciplinar
146.0,"TI - Banco de Dados, TI - Processos e Negócios, TI - Projetos",TI - Multidisciplinar
147.0,"TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação, TI - Projetos",TI - Multidisciplinar
148.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Processos e Negócios",TI - Multidisciplinar
149.0,"TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
150.0,"Administrativa, Qualidade Corporativa, TI - SAP",TI - SAP
151.0,"Administrativa, Relacionamento Técnico",Não TI - Multidisciplinar
152.0,"TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
153.0,"Administrativa, Comercial, Financeira/Controladoria, Novos Negócios e Parcerias, Qualidade Corporativa",Não TI - Multidisciplinar
154.0,"Administrativa, Gestão e Alocação de Recursos de TI, Qualidade Corporativa, Relacionamento Técnico",TI - Gestão/Projetos
155.0,"Administrativa, Marketing, Novos Negócios e Parcerias, TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - Projetos",TI - Multidisciplinar
156.0,"Administrativa, TI - Sistemas e Ferramentas",TI - Infraestrutura/Suporte
157.0,"TI - Arquitetura, TI - Infraestrutura",TI - Multidisciplinar
158.0,"TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação",TI - Desenvolvimento
159.0,"Financeira/Controladoria, Gestão e Alocação de Recursos de TI, Novos Negócios e Parcerias, Relacionamento Técnico, TI - Desenvolvimento/Programação, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
160.0,"TI - Banco de Dados, TI - Infraestrutura, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
161.0,"TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - Telecom",TI - Multidisciplinar
162.0,"Gestão e Alocação de Recursos de TI, TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP",TI - Multidisciplinar
163.0,"Administrativa, Gestão e Alocação de Recursos de TI, Jurídica, Novos Negócios e Parcerias, Qualidade Corporativa, Relacionamento Técnico, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP, TI - Sistemas e Ferramentas, TI - Suporte, TI - UX",TI - Multidisciplinar
164.0,"Comercial, Jurídica, Marketing, Recursos Humanos",Não TI - Multidisciplinar
165.0,"Gestão e Alocação de Recursos de TI, TI - Arquitetura, TI - Banco de Dados, TI - Infraestrutura, TI - Projetos, TI - SAP",TI - Multidisciplinar
166.0,"TI - Desenvolvimento/Programação, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Sistemas e Ferramentas, TI - Telecom",TI - Multidisciplinar
167.0,"TI - Desenvolvimento/Programação, TI - Projetos, TI - Sistemas e Ferramentas",TI - Multidisciplinar
168.0,"TI - Infraestrutura, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom",TI - Multidisciplinar
169.0,"TI - Infraestrutura, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom",TI - Infraestrutura/Suporte
170.0,"TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação",TI - Desenvolvimento
171.0,"TI - Infraestrutura, TI - Projetos, TI - SAP",TI - Multidisciplinar
172.0,"Administrativa, TI - Governança, TI - Processos e Negócios, TI - Projetos, TI - SAP",TI - Multidisciplinar
173.0,"TI - Arquitetura, TI - Desenvolvimento/Mobile, TI - Infraestrutura, TI - Projetos, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
174.0,"TI - Projetos, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom",TI - Multidisciplinar
175.0,"TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação",TI - Desenvolvimento
176.0,"TI - Infraestrutura, TI - Telecom",TI - Infraestrutura/Suporte
177.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Governança, TI - Processos e Negócios, TI - Projetos, TI - Suporte",TI - Multidisciplinar
178.0,"Gestão e Alocação de Recursos de TI, Novos Negócios e Parcerias, Qualidade Corporativa, Relacionamento Técnico, TI - Processos e Negócios, TI - Projetos",TI - Gestão/Projetos
179.0,"Marketing, Novos Negócios e Parcerias, Qualidade Corporativa, Relacionamento Técnico, TI - Arquitetura, TI - Desenvolvimento/Programação, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom",TI - Multidisciplinar
180.0,"Administrativa, Financeira/Controladoria, TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação, TI - Governança, TI - Infraestrutura, TI - Projetos, TI - Qualidade/Testes, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
181.0,"TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Segurança da Informação",TI - Multidisciplinar
182.0,"TI - Infraestrutura, TI - Segurança da Informação, TI - Suporte",TI - Multidisciplinar
183.0,"Comercial, Gestão e Alocação de Recursos de TI, Novos Negócios e Parcerias, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom, TI - UX",TI - Multidisciplinar
184.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Qualidade/Testes, TI - Segurança da Informação",TI - Multidisciplinar
185.0,"TI - Governança, TI - Infraestrutura",TI - Multidisciplinar
186.0,"Relacionamento Técnico, TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Infraestrutura",TI - Multidisciplinar
187.0,"TI - Banco de Dados, TI - SAP",TI - Multidisciplinar
188.0,"TI - Arquitetura, TI - Banco de Dados, TI - Infraestrutura, TI - Projetos, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom",TI - Multidisciplinar
189.0,"Relacionamento Técnico, TI - Governança, TI - Infraestrutura, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
190.0,"TI - Sistemas e Ferramentas, TI - Suporte",TI - Infraestrutura/Suporte
191.0,"TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Sistemas e Ferramentas",TI - Multidisciplinar
192.0,"TI - Infraestrutura, TI - Suporte, TI - Telecom",TI - Infraestrutura/Suporte
193.0,"Administrativa, TI - Governança",TI - Gestão/Projetos
194.0,"Gestão e Alocação de Recursos de TI, TI - Infraestrutura, TI - Projetos",TI - Multidisciplinar
195.0,"TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos",TI - Multidisciplinar
196.0,"Administrativa, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom",TI - Multidisciplinar
197.0,"Administrativa, Financeira/Controladoria, Gestão e Alocação de Recursos de TI",TI - Gestão/Projetos
198.0,"TI - Arquitetura, TI - Banco de Dados, TI - Desenvolvimento/Design, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação, TI - Governança, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - SAP, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte, TI - Telecom, TI - UX",TI - Multidisciplinar
199.0,"Administrativa, Financeira/Controladoria, Qualidade Corporativa, Recursos Humanos",Não TI - Multidisciplinar
200.0,"Administrativa, Financeira/Controladoria, Novos Negócios e Parcerias, Qualidade Corporativa",Não TI - Multidisciplinar
201.0,"TI - Processos e Negócios, TI - Projetos, TI - Segurança da Informação, TI - Sistemas e Ferramentas",TI - Multidisciplinar
202.0,"TI - Banco de Dados, TI - Desenvolvimento/Mobile, TI - Desenvolvimento/Programação",TI - Multidisciplinar
203.0,"TI - Banco de Dados, TI - Governança, TI - Infraestrutura, TI - Projetos, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Telecom",TI - Multidisciplinar
204.0,"TI - Governança, TI - Processos e Negócios, TI - Projetos",TI - Gestão/Projetos
205.0,"Marketing, TI - Suporte",TI - Infraestrutura/Suporte
206.0,"Comercial, Gestão e Alocação de Recursos de TI, TI - Arquitetura, TI - Infraestrutura, TI - Processos e Negócios, TI - Projetos, TI - Qualidade/Testes, TI - Sistemas e Ferramentas",TI - Multidisciplinar
207.0,"TI - Desenvolvimento/Design, TI - Desenvolvimento/Programação, TI - Processos e Negócios, TI - SAP",TI - Multidisciplinar
208.0,"TI - Banco de Dados, TI - Desenvolvimento/Programação, TI - Infraestrutura, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
209.0,"TI - Desenvolvimento/Mobile, TI - Infraestrutura, TI - Qualidade/Testes",TI - Multidisciplinar
210.0,"Jurídica, TI - Infraestrutura, TI - Projetos, TI - Suporte",TI - Multidisciplinar
211.0,"Gestão e Alocação de Recursos de TI, Relacionamento Técnico, TI - Governança, TI - Projetos",TI - Gestão/Projetos
212.0,"Administrativa, Gestão e Alocação de Recursos de TI, Marketing, TI - Desenvolvimento/Design, TI - Infraestrutura, TI - Processos e Negócios, TI - Segurança da Informação, TI - Sistemas e Ferramentas, TI - Suporte",TI - Multidisciplinar
213.0,"Comercial, Marketing",Comercial/Vendas/Marketing
214.0,"TI - Arquitetura, TI - SAP, TI - Suporte",TI - Multidisciplinar
