,codigo_vaga,codigo_candidato,match_profissional,match_academico,match_ingles,match_area,sim_cv_principais_atividades,sim_conhecimentos_competencias,match_score,compatibility
42,4545,25026,0,0,1,0,0.2218329906463623,0.0,0.14436659812927247,14.44%
43,4545,24970,0,0,1,0,0.3240166902542114,0.0,0.1648033380508423,16.48%
44,4545,24239,0,0,1,0,0.2305644303560257,0.0,0.14611288607120515,14.61%
45,4545,23516,0,0,1,0,0.5564318895339966,0.0,0.21128637790679933,21.13%
46,4545,21643,1,1,1,0,0.08631572127342224,0.6675129532814026,0.5507657349109649,55.08%
47,4545,21396,0,0,1,0,0.25741899013519287,0.0,0.15148379802703857,15.15%
48,4545,19483,0,0,1,0,0.34793058037757874,0.0,0.16958611607551574,16.96%
49,4545,15247,0,0,1,0,0.6528759002685547,0.0,0.23057518005371094,23.06%
50,4545,388,0,0,1,0,0.32339173555374146,0.0,0.1646783471107483,16.47%
51,4546,25666,0,0,0,0,0.5692552328109741,0.0,0.11385104656219483,11.39%
52,4546,25636,0,0,0,0,0.3855016827583313,0.0,0.07710033655166626,7.71%
53,4546,25264,0,0,0,0,0.4514254927635193,0.0,0.09028509855270386,9.03%
54,4546,24988,0,0,0,0,0.4517735242843628,0.0,0.09035470485687255,9.04%
55,4546,24979,0,0,0,0,0.4960716962814331,0.0,0.09921433925628662,9.92%
56,4546,24928,0,1,1,0,0.45670920610427856,0.49081212282180786,0.3895042657852173,38.95%
57,4550,26354,0,0,1,0,0.0,0.0,0.1,10.00%
58,4550,25334,0,0,1,0,0.262004554271698,0.0,0.1524009108543396,15.24%
59,4550,25303,0,0,1,0,0.34546512365341187,0.0,0.16909302473068238,16.91%
60,4550,3081,0,0,1,0,0.0,0.0,0.1,10.00%
61,4551,25363,0,0,0,0,0.5835097432136536,0.0,0.11670194864273072,11.67%
62,4552,25631,0,1,0,0,0.42840439081192017,0.39614182710647583,0.2649092435836792,26.49%
63,4553,25598,0,0,0,0,0.11141365021467209,0.0,0.022282730042934417,2.23%
64,4553,25338,0,1,1,0,0.48198291659355164,0.5009498596191406,0.39658655524253844,39.66%
65,4553,25336,0,0,0,0,0.333595871925354,0.0,0.0667191743850708,6.67%
66,4553,25325,0,1,0,0,0.4051351249217987,0.5602134466171265,0.29306971430778506,29.31%
67,4553,25158,0,0,0,0,0.27967900037765503,0.0,0.055935800075531006,5.59%
68,4553,25157,0,0,0,0,0.1768626570701599,0.0,0.03537253141403198,3.54%
69,4553,24788,0,0,0,0,0.1823854148387909,0.0,0.03647708296775818,3.65%
70,4553,24374,0,0,0,0,0.26033347845077515,0.0,0.052066695690155027,5.21%
71,4553,3779,1,0,0,0,0.0,0.0,0.2,20.00%
72,4554,26182,0,1,1,0,0.0,0.0,0.2,20.00%
73,4554,25604,0,0,0,0,0.14661896228790283,0.0,0.029323792457580565,2.93%
74,4554,25603,0,0,0,0,0.15506458282470703,0.0,0.031012916564941408,3.10%
75,4554,25371,0,0,0,0,0.26413828134536743,0.0,0.052827656269073486,5.28%
76,4554,25369,0,0,0,0,0.1608961522579193,0.0,0.032179230451583864,3.22%
77,4554,25368,0,0,0,0,0.18648049235343933,0.0,0.03729609847068786,3.73%
78,4554,25346,0,0,0,0,0.18249312043190002,0.0,0.03649862408638001,3.65%
79,4554,24487,0,0,0,0,0.401375949382782,0.0,0.0802751898765564,8.03%
80,4554,24432,0,0,0,0,0.40667539834976196,0.0,0.08133507966995239,8.13%
81,4556,25268,1,1,1,1,0.1787566840648651,0.0,0.635751336812973,63.58%
82,4556,23516,0,0,1,0,0.3042899966239929,0.0,0.16085799932479858,16.09%
83,4556,21060,0,0,1,0,0.20164869725704193,0.0,0.1403297394514084,14.03%
84,4556,9048,0,0,1,0,0.0,0.0,0.1,10.00%
85,4557,25322,0,0,0,0,0.21864815056324005,0.0,0.04372963011264801,4.37%
86,4557,20093,0,0,0,0,0.34200215339660645,0.0,0.06840043067932129,6.84%
87,4558,25675,0,0,0,0,0.3916865587234497,0.0,0.07833731174468994,7.83%
88,4558,21052,0,0,0,0,0.49624383449554443,0.0,0.09924876689910889,9.92%
89,4559,25361,0,0,1,0,0.3811255693435669,0.0,0.17622511386871337,17.62%
90,4559,20903,0,0,1,0,0.31154048442840576,0.0,0.16230809688568115,16.23%
91,4561,18077,0,0,1,0,0.20295795798301697,0.0,0.1405915915966034,14.06%
92,4562,24899,0,0,1,0,0.0,0.0,0.1,10.00%
93,4564,25030,0,0,1,0,0.08726919442415237,0.0,0.11745383888483048,11.75%
94,4565,26228,0,0,1,0,0.0,0.0,0.1,10.00%
95,4565,19075,1,1,1,1,0.3224370777606964,0.0,0.6644874155521393,66.45%
96,4566,25269,0,0,1,0,0.11220015585422516,0.0,0.12244003117084504,12.24%
97,4566,20393,0,1,1,1,0.12661950290203094,0.0,0.4253239005804062,42.53%
98,4567,25810,0,1,1,0,0.34710466861724854,0.0,0.2694209337234497,26.94%
99,4567,25679,0,1,1,0,0.36414194107055664,0.47736239433288574,0.3683008670806885,36.83%
100,4567,25100,0,1,1,0,0.48331815004348755,0.5150613784790039,0.3996759057044983,39.97%
101,4567,23287,0,1,1,1,0.2173420786857605,0.583970308303833,0.5602624773979187,56.03%
102,4567,5191,0,0,1,0,0.274583637714386,0.0,0.1549167275428772,15.49%
103,4567,4015,0,0,1,0,0.0,0.0,0.1,10.00%
104,4568,25383,0,0,0,0,0.42879223823547363,0.0,0.08575844764709473,8.58%
105,4568,25348,0,1,0,0,0.4807818531990051,0.37941664457321167,0.27203969955444335,27.20%
106,4568,25326,0,0,0,0,0.5920135974884033,0.0,0.11840271949768066,11.84%
107,4568,5115,0,0,0,0,0.6171048879623413,0.0,0.12342097759246826,12.34%
108,4569,25953,0,1,0,1,0.2503785490989685,0.2164459228515625,0.3933648943901062,39.34%
109,4569,25921,0,1,0,0,0.46249932050704956,0.099734365940094,0.2124467372894287,21.24%
110,4569,25319,0,0,0,0,0.22274012863636017,0.0,0.04454802572727203,4.45%
111,4570,25347,0,0,0,0,0.6632567644119263,0.0,0.13265135288238525,13.27%
112,4570,25123,0,0,0,0,0.6793850660324097,0.0,0.13587701320648193,13.59%
113,4570,21558,0,1,0,1,0.6105054020881653,0.4689081609249115,0.5158827126026153,51.59%
114,4571,25925,0,1,1,0,0.24727685749530792,0.26799166202545166,0.3030537039041519,30.31%
115,4571,25906,0,1,1,0,0.26846981048583984,0.3797796964645386,0.32964990139007566,32.96%
116,4571,21558,0,1,1,0,0.3318600058555603,0.37784236669540405,0.3419404745101929,34.19%
117,4572,21871,0,0,0,0,0.19813691079616547,0.0,0.039627382159233095,3.96%
118,4573,25458,0,0,0,0,0.42452043294906616,0.0,0.08490408658981323,8.49%
119,4573,24224,0,0,0,0,0.3747991919517517,0.0,0.07495983839035034,7.50%
120,4573,21257,0,0,0,0,0.4414733052253723,0.0,0.08829466104507447,8.83%
121,4573,20379,0,0,0,0,0.19238391518592834,0.0,0.03847678303718567,3.85%
122,4573,9089,1,0,0,0,0.0,0.0,0.2,20.00%
123,4574,24992,0,0,0,0,0.2719891667366028,0.0,0.054397833347320554,5.44%
124,4574,24960,0,0,0,0,0.2323339730501175,0.0,0.046466794610023496,4.65%
125,4576,25590,0,0,1,0,0.43730491399765015,0.0,0.18746098279953002,18.75%
126,4576,18847,0,1,1,0,0.18532317876815796,0.49132660031318665,0.3353299558162689,33.53%
127,4576,18348,1,1,1,0,0.0,0.0,0.4,40.00%
128,4576,13500,0,1,1,0,0.0,0.0,0.2,20.00%
129,4577,25376,0,0,0,0,0.25618165731430054,0.0,0.05123633146286011,5.12%
130,4577,23261,0,1,1,0,0.2629246115684509,0.0,0.2525849223136902,25.26%
131,4578,25380,0,1,1,0,0.3608979284763336,0.0,0.27217958569526673,27.22%
132,4578,25379,0,0,1,1,0.32988685369491577,0.0,0.3659773707389832,36.60%
133,4581,25526,1,0,1,0,0.19373029470443726,0.0,0.33874605894088744,33.87%
134,4581,25515,1,1,1,0,0.15313783288002014,0.0,0.43062756657600404,43.06%
135,4581,25356,0,0,0,0,0.43435075879096985,0.0,0.08687015175819397,8.69%
136,4581,25318,0,0,0,0,0.18586395680904388,0.0,0.037172791361808774,3.72%
137,4582,25557,0,0,0,0,0.344815731048584,0.0,0.0689631462097168,6.90%
138,4582,25543,0,0,0,0,0.2707623839378357,0.0,0.05415247678756714,5.42%
139,4583,25512,0,0,0,0,0.3450373709201813,0.0,0.06900747418403626,6.90%
140,4583,25407,0,0,0,0,0.4542033076286316,0.0,0.09084066152572631,9.08%
141,4583,25377,0,0,0,0,0.5147547721862793,0.0,0.10295095443725585,10.30%
142,4584,25385,0,0,0,0,0.31110379099845886,0.0,0.06222075819969177,6.22%
143,4584,25381,0,0,0,0,0.3233652412891388,0.0,0.06467304825782776,6.47%
144,4585,25477,0,0,0,0,0.36751997470855713,0.0,0.07350399494171142,7.35%
145,4585,25472,0,0,0,0,0.17613431811332703,0.0,0.0352268636226654,3.52%
146,4585,25462,0,0,0,0,0.23028308153152466,0.0,0.046056616306304934,4.61%
147,4585,25453,0,0,0,0,0.44212132692337036,0.0,0.08842426538467407,8.84%
148,4585,25410,0,0,0,0,0.2275697886943817,0.0,0.04551395773887634,4.55%
149,4585,25409,0,0,0,0,0.278221994638443,0.0,0.0556443989276886,5.56%
150,4585,25408,0,0,0,0,0.2626093626022339,0.0,0.05252187252044678,5.25%
151,4586,25322,0,0,0,0,0.31183162331581116,0.0,0.062366324663162234,6.24%
152,4587,25911,0,1,1,0,0.3308350145816803,0.0,0.26616700291633605,26.62%
153,4588,25322,0,0,0,0,0.32631734013557434,0.0,0.06526346802711487,6.53%
154,4588,19075,0,1,0,0,0.35985809564590454,0.0,0.1719716191291809,17.20%
155,4589,9847,0,0,0,0,0.0,0.0,0.0,0.00%
156,4590,25375,0,1,1,0,0.32444387674331665,0.0,0.26488877534866334,26.49%
157,4590,25374,0,0,1,0,0.409390926361084,0.0,0.1818781852722168,18.19%
158,4590,24703,0,1,1,0,0.2654026448726654,0.0,0.2530805289745331,25.31%
159,4590,24236,0,0,1,0,0.3153342604637146,0.0,0.1630668520927429,16.31%
160,4590,24135,0,0,1,0,0.0,0.0,0.1,10.00%
161,4590,23967,0,0,1,0,0.21012307703495026,0.0,0.14202461540699005,14.20%
162,4590,23903,0,0,1,0,0.20988509058952332,0.0,0.14197701811790467,14.20%
163,4590,23792,0,0,1,0,0.356607586145401,0.0,0.1713215172290802,17.13%
164,4590,23786,0,0,1,0,0.46500062942504883,0.0,0.19300012588500975,19.30%
165,4590,23324,0,0,1,0,0.5238256454467773,0.0,0.20476512908935546,20.48%
166,4590,21126,0,1,1,0,0.40758582949638367,0.028089091181755066,0.28713498413562777,28.71%
167,4591,25928,0,0,0,0,0.407269686460495,0.0,0.081453937292099,8.15%
168,4591,25115,0,0,0,0,0.5270203351974487,0.0,0.10540406703948975,10.54%
169,4591,11257,1,0,0,0,0.0,0.0,0.2,20.00%
170,4592,19075,0,1,1,0,0.34946131706237793,0.0,0.2698922634124756,26.99%
171,4593,25365,1,1,1,0,0.1796438843011856,0.29257839918136597,0.4944444566965103,49.44%
172,4593,19574,0,0,0,0,0.2651859521865845,0.0,0.053037190437316896,5.30%
173,4593,18968,0,1,1,0,0.23853141069412231,0.4406297206878662,0.3358322262763977,33.58%
174,4594,25389,0,1,1,0,0.3702712655067444,0.0,0.2740542531013489,27.41%
175,4594,3059,1,0,0,0,0.0,0.0,0.2,20.00%
176,4595,25780,0,1,1,0,0.3741168975830078,0.0,0.2748233795166016,27.48%
177,4596,24986,0,0,1,0,0.16363760828971863,0.0,0.13272752165794371,13.27%
178,4597,25411,0,0,1,0,0.4521181583404541,0.0,0.19042363166809081,19.04%
179,4597,23631,0,0,1,0,0.34956127405166626,0.0,0.16991225481033326,16.99%
180,4597,19075,1,1,1,1,0.2558562755584717,0.0,0.6511712551116944,65.12%
181,4598,25883,1,1,1,0,0.5247147083282471,0.17007987201213837,0.5389589160680771,53.90%
182,4598,25882,1,0,1,0,0.18905603885650635,0.10128717124462128,0.35806864202022554,35.81%
183,4598,25262,0,0,1,0,0.43649089336395264,0.0,0.18729817867279053,18.73%
184,4598,15247,0,0,1,0,0.5107922554016113,0.0,0.20215845108032227,20.22%
185,4598,11074,1,0,1,0,0.4891231954097748,0.0,0.397824639081955,39.78%
186,4599,26183,0,1,1,0,0.0,0.7304285764694214,0.34608571529388427,34.61%
187,4599,15162,0,1,1,0,0.2492091953754425,0.0,0.2498418390750885,24.98%
188,4600,25643,0,0,1,0,0.3354839086532593,0.0,0.16709678173065184,16.71%
189,4600,19075,1,1,1,1,0.43686220049858093,0.0,0.6873724400997162,68.74%
190,4601,25661,0,1,1,0,0.22014442086219788,0.0,0.24402888417243956,24.40%
191,4601,25135,0,0,0,0,0.38375064730644226,0.0,0.07675012946128845,7.68%
192,4601,24738,0,0,0,0,0.40935057401657104,0.0,0.08187011480331421,8.19%
193,4601,24664,0,0,0,0,0.181568905711174,0.0,0.036313781142234804,3.63%
194,4601,24637,0,0,0,0,0.42628514766693115,0.0,0.08525702953338624,8.53%
195,4601,24078,0,0,0,0,0.0,0.0,0.0,0.00%
196,4603,25403,0,1,1,0,0.12699085474014282,0.19710901379585266,0.2648199737071991,26.48%
197,4603,19348,0,0,1,0,0.1653730273246765,0.0,0.1330746054649353,13.31%
198,4603,15207,0,0,1,0,0.03920417279005051,0.0,0.1078408345580101,10.78%
199,4604,18370,0,0,0,0,0.0,0.0,0.0,0.00%
200,4605,25400,0,0,0,0,0.41301292181015015,0.0,0.08260258436203002,8.26%
201,4605,21308,0,0,0,0,0.385074257850647,0.0,0.0770148515701294,7.70%
202,4607,26116,0,0,0,0,0.0,0.0,0.0,0.00%
203,4607,26115,0,0,1,0,0.3269505500793457,0.3814980983734131,0.24168972969055175,24.17%
204,4607,26063,0,0,0,0,0.0,0.0,0.0,0.00%
205,4607,26061,0,0,0,0,0.0,0.0,0.0,0.00%
206,4607,26060,1,0,0,0,0.0,0.0,0.2,20.00%
207,4607,26059,0,1,1,0,0.0,0.2790312170982361,0.2558062434196472,25.58%
208,4607,6754,1,0,0,0,0.43739616870880127,0.0,0.28747923374176027,28.75%
209,4607,1677,1,1,0,0,0.2600284218788147,0.1515132635831833,0.3823083370923996,38.23%
210,4608,25658,1,1,1,0,0.43583226203918457,0.5739161968231201,0.6019496917724609,60.19%
211,4608,21307,1,1,1,1,0.3284569978713989,0.4820578098297119,0.7621029615402222,76.21%
212,4609,25521,0,0,0,0,0.34955835342407227,0.0,0.06991167068481445,6.99%
213,4609,21858,0,0,0,0,0.2730099856853485,0.0,0.0546019971370697,5.46%
214,4609,7577,1,1,0,0,0.0,0.0,0.3,30.00%
215,4609,3079,1,0,0,0,0.0,0.0,0.2,20.00%
216,4610,16840,0,0,0,0,0.0,0.0,0.0,0.00%
217,4611,25401,0,0,0,0,0.3722342252731323,0.0,0.07444684505462647,7.44%
218,4611,23334,0,0,0,0,0.6233519315719604,0.0,0.12467038631439209,12.47%
219,4611,700,0,0,0,0,0.6291370391845703,0.38845425844192505,0.20351825952529906,20.35%
220,4612,25562,0,0,0,0,0.551843523979187,0.0,0.11036870479583741,11.04%
221,4612,25556,0,0,0,0,0.5351073741912842,0.0,0.10702147483825683,10.70%
222,4612,25555,0,1,1,0,0.3780861794948578,0.4086383581161499,0.35734490752220155,35.73%
223,4612,25554,0,1,1,0,0.5841889381408691,0.0,0.31683778762817383,31.68%
224,4612,25553,0,0,0,0,0.41540127992630005,0.0,0.08308025598526,8.31%
225,4612,25552,0,1,1,0,0.38781750202178955,0.26070448756217957,0.32970439791679385,32.97%
226,4612,25535,0,0,0,0,0.261027067899704,0.0,0.052205413579940796,5.22%
227,4612,25534,0,1,1,0,0.2798581123352051,0.0,0.255971622467041,25.60%
228,4612,25533,0,0,1,0,0.25319963693618774,0.5728594064712524,0.265211808681488,26.52%
229,4612,25406,0,0,0,0,0.29368022084236145,0.0,0.05873604416847229,5.87%
230,4612,24028,0,0,0,0,0.0,0.0,0.0,0.00%
231,4613,24972,0,1,1,0,0.16794916987419128,0.22343409061431885,0.278276652097702,27.83%
232,4613,22165,0,0,1,0,0.16755962371826172,0.0,0.13351192474365234,13.35%
233,4613,17318,0,0,1,0,0.23342731595039368,0.0,0.14668546319007875,14.67%
234,4613,16802,0,0,1,0,0.0,0.0,0.1,10.00%
235,4614,9138,0,0,0,0,0.0,0.0,0.0,0.00%
236,4615,25404,1,1,1,0,0.40335533022880554,0.5885521769523621,0.5983815014362335,59.84%
237,4615,21769,0,0,1,0,0.3521352708339691,0.0,0.17042705416679382,17.04%
238,4615,6388,0,0,1,0,0.352398157119751,0.0,0.1704796314239502,17.05%
239,4615,2412,0,0,1,0,0.2752546966075897,0.0,0.15505093932151795,15.51%
240,4616,26553,0,1,1,0,0.0,0.25832992792129517,0.251665985584259,25.17%
241,4616,25402,0,1,1,0,0.31958019733428955,0.16467902064323425,0.29685184359550476,29.69%
242,4616,14426,0,1,1,0,0.35767218470573425,0.32768526673316956,0.3370714902877808,33.71%
243,4616,14271,0,0,0,0,0.4163958430290222,0.0,0.08327916860580445,8.33%
244,4617,25404,1,1,1,0,0.054557278752326965,0.11772653460502625,0.43445676267147065,43.45%
245,4619,19746,0,0,0,0,0.3353109061717987,0.0,0.06706218123435974,6.71%
246,4620,18181,0,0,0,0,0.0,0.0,0.0,0.00%
247,4621,21215,0,1,1,0,0.24368758499622345,0.43374526500701904,0.3354865700006485,33.55%
248,4622,25601,0,0,1,0,0.4067176282405853,0.0,0.18134352564811707,18.13%
249,4622,25547,0,0,1,0,0.32930701971054077,0.0,0.16586140394210816,16.59%
250,4622,25518,0,0,1,0,0.19036737084388733,0.0,0.13807347416877747,13.81%
251,4622,25516,0,0,1,0,0.518659234046936,0.0,0.20373184680938722,20.37%
252,4623,12667,0,0,1,0,0.33369237184524536,0.0,0.16673847436904907,16.67%
253,4624,26052,0,1,1,0,0.0,0.0,0.2,20.00%
254,4624,25792,0,1,1,0,0.24295923113822937,0.0,0.24859184622764588,24.86%
255,4624,25676,0,1,1,1,0.4530421793460846,0.4594414532184601,0.582496726512909,58.25%
256,4624,25476,0,0,0,0,0.2786910831928253,0.0,0.05573821663856506,5.57%
257,4624,25474,0,0,0,0,0.38531023263931274,0.0,0.07706204652786255,7.71%
258,4624,14508,0,0,0,0,0.33146315813064575,0.0,0.06629263162612915,6.63%
259,4625,19321,0,1,1,1,0.419189989566803,0.4239812195301056,0.5686342418193817,56.86%
260,4626,25923,0,0,0,0,0.272818386554718,0.0,0.0545636773109436,5.46%
261,4626,25672,0,0,0,0,0.37202268838882446,0.0,0.07440453767776489,7.44%
262,4627,25924,0,0,0,0,0.28306108713150024,0.0,0.05661221742630005,5.66%
263,4627,25922,0,0,0,0,0.23731018602848053,0.0,0.047462037205696105,4.75%
264,4627,21558,0,1,0,0,0.2815503478050232,0.44164785742759705,0.24463964104652405,24.46%
265,4627,17235,0,0,0,0,0.0,0.0,0.0,0.00%
266,4627,17233,0,0,0,0,0.0,0.0,0.0,0.00%
267,4627,13431,0,1,0,0,0.0,0.22968780994415283,0.14593756198883057,14.59%
268,4629,26021,0,0,0,0,0.4197136461734772,0.0,0.08394272923469544,8.39%
269,4629,26019,0,0,0,0,0.3104766607284546,0.0,0.06209533214569092,6.21%
270,4629,26018,0,0,0,0,0.4271528422832489,0.0,0.08543056845664979,8.54%
271,4629,26017,0,0,0,0,0.49424099922180176,0.0,0.09884819984436036,9.88%
272,4629,25511,0,0,0,0,0.2134958654642105,0.0,0.0426991730928421,4.27%
273,4629,25510,0,0,0,0,0.25682079792022705,0.0,0.05136415958404541,5.14%
274,4629,18157,0,0,0,0,0.0,0.0,0.0,0.00%
275,4629,3447,1,1,1,1,0.4520763158798218,0.6985387802124023,0.8301230192184448,83.01%
276,4630,23892,0,1,1,0,0.473051518201828,0.5486788749694824,0.4043460786342621,40.43%
277,4630,12504,0,1,1,0,0.25345098972320557,0.0,0.2506901979446411,25.07%
278,4630,8092,0,0,0,0,0.0,0.0,0.0,0.00%
279,4630,15,0,1,0,0,0.21331772208213806,0.578199028968811,0.2583033502101898,25.83%
280,4631,21126,0,0,1,0,0.5712956786155701,0.5321305394172668,0.32068524360656736,32.07%
281,4631,17862,0,0,0,0,0.0,0.0,0.0,0.00%
282,4632,25830,0,1,1,1,0.3406364917755127,0.39573025703430176,0.5472733497619628,54.73%
283,4632,25821,0,1,1,0,0.3357635736465454,0.46946513652801514,0.36104574203491213,36.10%
284,4632,25610,1,1,1,1,0.3058634400367737,0.4013127088546753,0.7414352297782898,74.14%
285,4633,25898,0,0,1,0,0.28782325983047485,0.0,0.15756465196609498,15.76%
286,4633,25897,0,0,1,0,0.3089103698730469,0.0,0.16178207397460936,16.18%
287,4633,25896,0,0,1,0,0.1806337535381317,0.0,0.13612675070762634,13.61%
288,4633,25875,0,0,1,0,0.2981669306755066,0.0,0.1596333861351013,15.96%
289,4633,25677,0,1,1,0,0.2707313299179077,0.0,0.25414626598358153,25.41%
290,4633,25620,0,0,1,0,0.2315412163734436,0.0,0.14630824327468872,14.63%
291,4633,25475,0,0,1,0,0.1651328206062317,0.0,0.13302656412124633,13.30%
292,4633,25473,0,0,1,0,0.1364729106426239,0.0,0.1272945821285248,12.73%
293,4633,25470,0,1,1,0,0.3286585211753845,0.0,0.2657317042350769,26.57%
294,4633,25469,0,0,1,0,0.25774335861206055,0.0,0.1515486717224121,15.15%
295,4633,25468,0,0,1,0,0.30994439125061035,0.0,0.16198887825012206,16.20%
296,4633,25464,0,0,1,0,0.2967417240142822,0.0,0.15934834480285645,15.93%
297,4633,25463,0,1,1,0,0.30619972944259644,0.0,0.2612399458885193,26.12%
298,4633,25461,0,0,1,0,0.2932765781879425,0.0,0.1586553156375885,15.87%
299,4634,25561,1,1,1,0,0.5189484357833862,0.5117601156234741,0.6061417102813721,60.61%
300,4634,25560,0,1,1,0,0.3260539174079895,0.08756660670042038,0.282724104821682,28.27%
301,4634,25559,0,1,1,0,0.438236266374588,0.0,0.2876472532749176,28.76%
302,4634,25558,0,1,1,0,0.40362173318862915,0.0,0.28072434663772583,28.07%
303,4634,25507,0,1,1,0,0.28603747487068176,0.0,0.25720749497413636,25.72%
304,4634,25506,0,0,1,0,0.5784314870834351,0.0,0.21568629741668702,21.57%
305,4634,25503,0,0,1,0,0.5085563063621521,0.0,0.20171126127243041,20.17%
306,4634,25310,0,0,1,0,0.3716771900653839,0.0,0.17433543801307677,17.43%
307,4634,25262,0,0,1,0,0.27958643436431885,0.0,0.15591728687286377,15.59%
308,4634,25119,0,0,1,0,0.5538462400436401,0.0,0.21076924800872804,21.08%
309,4634,25000,1,0,1,0,0.3396153450012207,0.0,0.36792306900024413,36.79%
310,4634,19574,0,0,1,0,0.4779416024684906,0.0,0.19558832049369812,19.56%
311,4635,25783,0,0,0,0,0.23175038397312164,0.0,0.04635007679462433,4.64%
312,4635,25782,0,0,0,0,0.25782954692840576,0.0,0.051565909385681154,5.16%
313,4636,21043,0,0,1,0,0.3919610381126404,0.0,0.17839220762252808,17.84%
314,4637,26799,0,0,0,0,0.0,0.0,0.0,0.00%
315,4638,23334,0,0,1,0,0.3040531873703003,0.0,0.16081063747406005,16.08%
316,4638,11466,0,0,1,0,0.0,0.0,0.1,10.00%
317,4638,3175,0,0,1,0,0.12753631174564362,0.0,0.12550726234912873,12.55%
318,4638,2316,0,0,1,0,0.1953340768814087,0.0,0.13906681537628174,13.91%
319,4639,29169,0,0,0,0,0.4565211534500122,0.0,0.09130423069000244,9.13%
320,4639,29067,0,0,0,0,0.5113055109977722,0.0,0.10226110219955445,10.23%
321,4639,28926,0,0,0,0,0.5637623071670532,0.0,0.11275246143341064,11.28%
322,4639,28854,1,0,0,0,0.49339228868484497,0.0,0.298678457736969,29.87%
323,4639,28815,0,0,0,0,0.454294353723526,0.0,0.0908588707447052,9.09%
324,4639,28622,0,0,0,0,0.5486896634101868,0.0,0.10973793268203735,10.97%
325,4639,28537,0,0,0,0,0.6175754070281982,0.0,0.12351508140563965,12.35%
326,4639,28509,0,0,0,0,0.5843558311462402,0.0,0.11687116622924805,11.69%
